classes,tweet
1, As a kid I listened to Nas He showed me a new perspective coming from the ghetto like me Same with Pimp C 
1, Udonis talking some big trash to Lance LeBron holds him back
1, To call Martin baker an Uncle Tom and uppity because hes not siding with the majority pure ignorance
1, Great weather to hit up the slopes this weekend amp open Saturday COwx skiseason ht
0, sometimes I wanna upper cut this bitch but I dont know if shes special ed or not
0, Lmaoo Thats a legal tackle faggot Seriously 
1, In AngloSaxon calendars November is considered the first day of winter Winters Day http
1, bunch of rappers boutta flood the internets w trash remixes
0, Horrible rapper Tyga Most trash rapper ever She want a yellow nigga corn on the cob I smacked my mom when I heard him
1, Ran outside mullet flowin nips shown Shotgunned a cold one and yelled Saturday welcome back you sexy beast Mer
1, Tennessee isnt even orange its like vitamin pee yellow 
1, My roommate is having sex and Im eating Oreos Its gonna be a great year Kutztown University
1, ISIS Supporters in America The Jihadis Next Door 
1, I went to college Every college got a bird class where u can get ya friend to sign u in amp get an A out the class Rashad 
0, Lowkey called that faggot a faggot
1, Rihanna really is trash
1, Let the Dem concerntrolling commence in earnest Wagons ho
1, MustWatch Bill Maher Schools PBS Host Charlie Rose Over Islams Illiberal Beliefs 
0, Its amp you niggas still runnin round sayin Yall dont eat pussy Yall must be suckin dick
1, Found some more of my original yellow bracelets and the first person I thought of was 
1, Parque de atracciones abandonado en Japn 
0, this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto amp Stereotypi
1, me waiting on you to take me to NY with you to get my nips pierced 
1, Bend over And pick up that trash
0, Is that Kawhi Leonard Smh Wow u really gonna leak ou Nvm Ion need I fuc nig http
1, I cant wait to wear warm fuzzy sweaters 
1, baby monkey in the snow im crying 
0, is dis wrong If you fuck wit a lame nigga you a lame bitch
1, love you too my nig squad
1, Im finally ready to mass market my skidmarkresistant tighty whities but apparently Uncrustables is already taken Fu
0, Stfu faggot a clip is holy fucking tittyy shit
1, The paranoid fear of sharia on the right boils down to Christian fundamentalists should be the sole oppressors and persecu 
1, Godiva Chocolate Dipped Oreos 
1, The new nature area replacing Indian Boundary Parks former zoo is expected to attract a variety of migratory birds 
0, youre not safe pussy boy looooool 
1, Shy bladder group protests Rob Lowe DIRECTV ad 
1, All of Kate Uptons leaked nudes today amp more bitch lo
1, Yo BCU band made UCF band look like trash
1, the ghetto if UD wins tonight 
0, Shawty said you not gone understand america unless you went to a PWI school crackers already brainwashed her smh lol
1, But only BBC the American version is trash
1, Even though a bird can fly it must land on earth
1, Flappy birds cheat codes 
1, I know thats trash
1, i live for street glory and I die for ghetto fame respect all fear none my pride is everything
1, Oreo Cookie Pancakes FoodPorn 
1, Charlie Strong got down to the man roster nearly as quickly as Texans did
1, Was just handed this on my flight Must be in good hands on this bird 
1, A bird that courts females by building a beautiful nest with bright objects wildlife 
1, highest score on flappy bird cant be beat 
1, that movie was trash
1, Today in Charlie Wilson left office Should be ranked alongside Lech Wasa for his role in defeating communism 
1, So this is the woman who was a bird then turned into a woman from the sky in Nigeria 
1, Will Coakley go in cant lose races wow just wow Charlie Baker for Governor htt
1, Not the farewell tours fault everyone but three players underachieved for the Yankees this year
1, Colombia supporter reminds us the double bird is a universal language 
0, wow Whatever Fuck all those assholes Theyre niggers they all look alike to me
0, Tell me how you really feel those little ISIS faggots usually have bags over their heads anyway
1, looked like Princess Bella in that yellow dress
1, Star Wars meets Charlie Brown 
0, so tony I think yr a rude little cunt and too too young to even know what real rock and rol
0, I dont support that ya idiot And if Im a teabagger youre being teabagged OpenWide 
0, Niggas always wanna talk about how God is against gays What about that pussy you was eating last night Aint God ag
1, faints She has no idea how many of her resumes went straight to the trash 
1, You realize Im going to have to get out all those horror and other poems I wrote abo
1, Gracias por jugar con el corazon ahora a ganarle a los Yankees 
1, Wow Such banana So potassium Much yellow 
1, Teixeira on point tonight Yankees
1, Happy BLUBLOODS Friday Off to to sit down with the gang on CBS This Morning Join us in the oclock ho
1, On set of BlueBloods Hoping there are no birds perched above me 
1, my anaconda dont want none unless you defeat the Huns son 
1, Atlanta Houston has so many trash drivers
1, You men are trash if your homeboy is cheating and you dont tell his wifegirl and break up their family LOLNO
1, Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs
1, he plays for the Yankees right
1, Just spent a good twenty mins trying to teach my bird the skyrim theme song Then I realized that he was a bird
0, Horrible Invader Zim was trash
1, Lou Gehrig had hand fractures in his career Played in straight games IronHorse Yankees 
1, Mistakes are showing up late for work running red lights or even forgetting take the trash out This here aint 
1, Polly want a cracker DumbTo 
1, Smash into windshields The birds do it The bees do it Coors Light drinkers do it You know what wer
1, Mo Claiborne is so trashI cant say it enough fam 
1, Illegals bringing diseases across border Contagious patients separated from others by yellow tape pregnant teens http
0, what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc
1, For the st time in the Tom Brady era the Patriots are in sole possession of last place in the AFC East 
0, I dont fuck with these hoes amp I dont fuck with niggas thats fuckin these hoes
1, Up with the birds to fish on the Li River 
1, Rick Scott beating win number in counties Charlie Crist in FLGOV
1, In the ME the crow would eat the bear MT Obviously not in the ME MT Bear Saves Drowning Crow An
1, Happy birthday cotton picker lol 
1, RIGHT NOW NewsCenter projecting Charlie Baker will be Govelect by a razor thin margin wcvb
0, my nig
1, called Charlie Baker to concede around this morning She plans to address supporters at am wcvb
1, New bus stop Guy across the street is yelling and doing David Lee Roth kicks at swooping crows I should learn karate
1, I think Zlatan even has Class in the way he talks trash
1, Hes trash Too early to call Austin Rivers a draft bust 
1, Came to training camp today to find Charlie Batch asleep on the curb
0, Gave her that move it lil nigger push smh 
1, Crew of women hillbillies amp gangsters wthe director ItsAWRAP 
0, This nigguh Chris Paul
0, To the rejects who constantly call my house and are threatening to rape my mom karmas a bitch Rot in hell faggots
1, How bad u want something is meaningless If how bad youre willing to work for the thing u want Isnt xs as intense as ho
1, Taakstraf in herkenbaar hesje in je eigen buurt Pleit er al jaren voor Weet hoe bevreesd ik er ooit voor was dak er te wer
1, Fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho
1, Pink albino dolphins are extremely rare but do exist in the wild 
1, Jimmy and s twoman doowop performance just went live on YouTube FallonTonight htt
1, Can kids say much when their parents pay for everything If he paying every bill I cant complain abo
0, Dont watch me you beta watch your bitch nigga
1, Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula
0, You can no longer run a business n America unless its deemed acceptable by political group of retards known as democr
1, Wow he basically just told his daughter I want some mocha colored grandbabies HTGAWM
0, true i need to sleep to make them Gainz bruh So all the hoes stay Mirin p Alright later
1, I think the Clips and Thunder wouldve gave the Heat a good as wellthe East is just trash
1, Oreo Cheesecake Bites 
1, Deep Fried Oreos 
1, Oreo Drumstick 
1, Oreo ice cream 
1, Ultimate Chocolate Chip Cookie n Oreo Fudge Brownie Bar 
1, Oreo cake 
1, Oreo Ice Cream Cake 
1, of the worlds mammals birds reptiles amphibians amp fish vanished between amp 
1, FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy Election
1, How can anyone hate Charlie Sheen 
1, Todays Horoscope youre still a hoe That is all have a nice day
0, I wanna sleep but Im outside with this nigger lol trying to hang him
1, Heard you was talkin trash like I wouldnt find out 
0, well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho
1, I hope I made these pot brownies right 
1, Please win it all this year 
1, When rednecks fool around with the aux cord 
0, White trash warfare pt 
0, pussy ass nigga 
1, this the I play soccer cheat on girls and wear khaki coloured cargos haircut 
0, Im a Get Money nigga So da hoes Love me
1, The racists are and its crew of anchors Not right wing folks mocks mixed GOP kids 
1, Im not even ghetto
1, A day without laughter is a day wasted Charlie Chaplin
1, New sign up at mong kok protest site says fight for democracy and oppose the communists to have a future 
1, Everytime I see Nelson Agholor make a play I want to puke Kid shouldve been a gator Thanks Charlie Cheeseburger
1, Conan OBrien mocks the new Call of Duty game while getting killed repeatedly 
1, trassshhh Them s that come out this weekend so trash
1, Mariano Rivera now has a street outside Yankee Stadium named after him which Giants have also had similar honors 
